# index, _pos
7472,"array([1.14293586, 2.50778276])"
7473,"array([1.2990334 , 2.68285879])"
7474,"array([1.29248754, 2.68057261])"
7475,"array([1.38033766, 2.40664012])"
7476,"array([1.27232577, 2.69722357])"
7477,"array([1.26611526, 2.6773957 ])"
7478,"array([1.22799618, 2.70511096])"
7479,"array([1.16098757, 2.32828046])"
7480,"array([1.13737412, 2.33440342])"
7481,"array([1.14483762, 2.34137587])"
7482,"array([1.05643573, 2.52130298])"
7483,"array([1.41484403, 2.54041629])"
7484,"array([1.42613905, 2.60483085])"
7485,"array([1.34406344, 2.62440208])"
7486,"array([1.34288845, 2.68242956])"
7487,"array([1.1722388 , 2.53395508])"
7488,"array([1.10451993, 2.37770963])"
7489,"array([1.2419115 , 2.51606665])"
7490,"array([1.19385035, 2.2557149 ])"
7491,"array([1.29493383, 2.65558649])"
7492,"array([1.22334509, 2.56024352])"
7493,"array([1.26514197, 2.6096563 ])"
7494,"array([1.36901317, 2.55629182])"
7495,"array([1.34835714, 2.45021411])"
7496,"array([1.35950115, 2.61168044])"
7497,"array([1.3451482 , 2.61981541])"
7498,"array([1.32673146, 2.45415001])"
7499,"array([1.23369426, 2.68801711])"
7500,"array([1.19209806, 2.55715237])"
7501,"array([1.32316453, 2.67402458])"
7502,"array([1.2117096 , 2.48805243])"
7503,"array([1.13341493, 2.43491386])"
7504,"array([1.35363466, 2.58165546])"
7505,"array([1.3561632 , 2.45381484])"
7506,"array([1.29079773, 2.62730809])"
7507,"array([1.22329708, 2.41440333])"
7508,"array([1.26132529, 2.41395547])"
7509,"array([1.32856806, 2.50423042])"
7510,"array([1.35835572, 2.55348805])"
7511,"array([1.2971629 , 2.45175234])"
7512,"array([1.33356937, 2.45524754])"
7513,"array([1.20086366, 2.61444493])"
7514,"array([1.20226378, 2.47573746])"
7515,"array([1.21174293, 2.45020172])"
7516,"array([1.3447869 , 2.59282576])"
7517,"array([1.26812426, 2.43807698])"
7518,"array([1.21156729, 2.45802123])"
7519,"array([1.33879324, 2.41350984])"
7520,"array([1.16330795, 2.54857001])"
7521,"array([1.13497565, 2.40611085])"
7522,"array([1.2598428 , 2.58614836])"
7523,"array([1.21893334, 2.39663467])"
7524,"array([1.23590156, 2.39461523])"
7525,"array([1.35277878, 2.59874515])"
7526,"array([1.18774966, 2.50046898])"
7527,"array([1.24729698, 2.69194245])"
7528,"array([1.30876489, 2.56785818])"
7529,"array([1.24028373, 2.66609657])"
7530,"array([1.34079908, 2.43764531])"
7531,"array([1.3854237 , 2.56610941])"
7532,"array([1.28940784, 2.67236796])"
7533,"array([1.22418928, 2.42237967])"
7534,"array([1.25400086, 2.5879613 ])"
7535,"array([1.26004897, 2.6166241 ])"
7536,"array([1.208052  , 2.42640353])"
7537,"array([1.23304497, 2.46867237])"
7538,"array([1.252172  , 2.46654229])"
7539,"array([1.08233495, 2.48448604])"
7540,"array([1.1778183 , 2.50646613])"
7541,"array([1.21899261, 2.28097917])"
7542,"array([1.1705363 , 2.21543641])"
7543,"array([1.2966778 , 2.42607676])"
7544,"array([1.15685102, 2.30550692])"
7545,"array([1.16477379, 2.54083412])"
7546,"array([1.23058894, 2.6225826 ])"
7547,"array([1.16628097, 2.62266688])"
7548,"array([1.25709032, 2.61739815])"
7549,"array([1.18284993, 2.41180425])"
7550,"array([1.26272495, 2.5597032 ])"
7551,"array([1.07658589, 2.57251918])"
7552,"array([1.08572075, 2.47751816])"
7553,"array([1.40885968, 2.55771931])"
7554,"array([1.33821827, 2.1856673 ])"
7555,"array([1.35301837, 2.66868823])"
7556,"array([1.31835588, 2.60533044])"
7557,"array([1.35781015, 2.32671378])"
7558,"array([1.42811745, 2.5568225 ])"
7559,"array([1.24907877, 2.63356674])"
7560,"array([1.09963187, 2.41557401])"
7561,"array([1.26266711, 2.63245934])"
7562,"array([1.28094753, 2.56461203])"
7563,"array([1.24205023, 2.63100104])"
7564,"array([1.20742565, 2.41832861])"
7565,"array([1.07874706, 2.50569421])"
7566,"array([1.29970727, 2.61299994])"
7567,"array([1.48759137, 2.60789762])"
7568,"array([1.35473982, 2.44708417])"
7569,"array([1.29550254, 2.43528775])"
7570,"array([1.32891288, 2.43606131])"
7571,"array([1.30270873, 2.43191578])"
7572,"array([1.30192093, 2.60930988])"
7573,"array([1.20471843, 2.53263922])"
7574,"array([1.05979096, 2.63624148])"
7575,"array([1.18739388, 2.54292406])"
7576,"array([1.23618457, 2.57358592])"
7577,"array([1.18750208, 2.72820534])"
7578,"array([1.22366311, 2.5714535 ])"
7579,"array([1.1437421 , 2.30927542])"
7580,"array([1.15767729, 2.57994104])"
7581,"array([1.34929281, 2.5815749 ])"
7582,"array([1.38721249, 2.64465813])"
7583,"array([1.42012248, 2.40940861])"
7584,"array([1.30598104, 2.6377349 ])"
7585,"array([1.27368183, 2.61362557])"
7586,"array([1.2669945 , 2.62473057])"
7587,"array([1.3281821 , 2.68135715])"
7588,"array([1.29237454, 2.50937502])"
7589,"array([1.2330682, 2.6191925])"
7590,"array([1.24686715, 2.58311471])"
7591,"array([1.28784192, 2.7408936 ])"
7592,"array([1.3256546 , 2.48453764])"
7593,"array([1.26613075, 2.65038603])"
7594,"array([1.27488602, 2.80125847])"
7595,"array([1.42506046, 2.5682111 ])"
7596,"array([1.25973052, 2.54060182])"
7597,"array([1.24951134, 2.55906995])"
7598,"array([1.19754406, 2.49321272])"
7599,"array([1.37525039, 2.55627068])"
7600,"array([1.25511587, 2.59806277])"
7601,"array([1.13819044, 2.57615971])"
7602,"array([1.33986685, 2.73252779])"
7603,"array([1.24727387, 2.59436215])"
7604,"array([1.35545949, 2.48152542])"
7605,"array([0.98112878, 2.63483851])"
7606,"array([1.20494914, 2.65315195])"
7607,"array([1.11333014, 2.46259026])"
7608,"array([1.21065749, 2.65657323])"
7609,"array([1.2766222, 2.608978 ])"
7610,"array([1.35573877, 2.58561238])"
7611,"array([1.20005343, 2.56619132])"
7612,"array([1.27152843, 2.62424985])"
7613,"array([1.23268092, 2.42213581])"
7614,"array([1.16814912, 2.6143629 ])"
7615,"array([1.23884457, 2.60261885])"
7616,"array([1.16344251, 2.61261898])"
7617,"array([1.20510421, 2.54926159])"
7618,"array([1.31216337, 2.6537424 ])"
7619,"array([1.22534768, 2.51495099])"
7620,"array([1.23621888, 2.65684066])"
7621,"array([1.38159758, 2.57606559])"
7622,"array([1.12636173, 2.23070255])"
7623,"array([1.24096794, 2.57226667])"
7624,"array([1.24326559, 2.68682119])"
7625,"array([1.27990532, 2.46889177])"
7626,"array([1.2302107 , 2.54579076])"
7627,"array([1.29352986, 2.7697397 ])"
7628,"array([1.21607746, 2.49188601])"
7629,"array([1.32755051, 2.66403881])"
7630,"array([1.25399345, 2.66252215])"
7631,"array([1.23767238, 2.40251546])"
7632,"array([1.25283187, 2.40793569])"
7633,"array([1.22096746, 2.35168178])"
7634,"array([1.15149041, 2.2143129 ])"
7635,"array([1.16619242, 2.48628018])"
7636,"array([1.19869299, 2.34072147])"
7637,"array([1.25947036, 2.40408494])"
7638,"array([1.14370277, 2.22893376])"
7639,"array([1.21632286, 2.34438766])"
7640,"array([1.24768688, 2.34657849])"
7641,"array([1.21951767, 2.33479492])"
7642,"array([1.17223882, 2.48395738])"
7643,"array([1.19960988, 2.35049915])"
7644,"array([1.20960586, 2.35204596])"
7645,"array([1.22263192, 2.40462678])"
7646,"array([1.14907596, 2.49637674])"
7647,"array([1.19045564, 2.34541046])"
7648,"array([1.24504225, 2.33722229])"
7649,"array([1.23910313, 2.34927994])"
7650,"array([1.17840711, 2.48037395])"
7651,"array([1.1634456 , 2.49418158])"
7652,"array([1.2259753, 2.3416203])"
7653,"array([1.16715921, 2.51323344])"
7654,"array([1.20974499, 2.33411215])"
7655,"array([1.23554987, 2.33983671])"
7656,"array([1.20715151, 2.34361285])"
7657,"array([1.20527277, 2.37640168])"
7658,"array([1.24514357, 2.52653208])"
7659,"array([1.25545862, 2.34019576])"
7660,"array([1.23020123, 2.3499276 ])"
7661,"array([1.12953598, 2.4595733 ])"
7662,"array([1.21726245, 2.60328736])"
7663,"array([1.10772542, 2.26060715])"
7664,"array([1.29641131, 2.45901992])"
7665,"array([1.13976559, 2.42676792])"
7666,"array([1.26774025, 2.37948116])"
7667,"array([1.13545793, 2.21948715])"
7668,"array([1.20853888, 2.54549797])"
7669,"array([1.08706401, 2.56203829])"
7670,"array([1.09053728, 2.48646266])"
7671,"array([1.0944064 , 2.52281971])"
7672,"array([1.18274944, 2.45219024])"
7673,"array([1.13146426, 2.42588314])"
7674,"array([1.26757636, 2.67387965])"
7675,"array([1.30923427, 2.58631118])"
7676,"array([1.32966673, 2.3079633 ])"
7677,"array([1.26950558, 2.58243071])"
7678,"array([1.26551016, 2.53997929])"
7679,"array([1.24368606, 2.67672939])"
7680,"array([1.2793107 , 2.67481113])"
7681,"array([1.15423329, 2.54035471])"
7682,"array([1.25464916, 2.61398742])"
7683,"array([1.21325969, 2.59142082])"
7684,"array([1.12713081, 2.46605535])"
7685,"array([1.29815269, 2.54857138])"
7686,"array([1.31605578, 2.59595209])"
7687,"array([1.24981527, 2.64400316])"
7688,"array([1.30787426, 2.6548529 ])"
7689,"array([1.25531707, 2.65438908])"
7690,"array([1.15793777, 2.41379552])"
7691,"array([1.05915836, 2.20782804])"
7692,"array([1.22923793, 2.5872483 ])"
7693,"array([1.33173043, 2.59849941])"
7694,"array([1.27877429, 2.61922804])"
7695,"array([1.36320563, 2.44976034])"
7696,"array([1.24141231, 2.31531753])"
7697,"array([1.3585417 , 2.59929007])"
7698,"array([1.30075429, 2.60513667])"
7699,"array([1.32151072, 2.63370191])"
7700,"array([1.39917579, 2.5921359 ])"
7701,"array([1.40873441, 2.4930144 ])"
7702,"array([1.34682998, 2.50563907])"
7703,"array([1.30513038, 2.67322455])"
7704,"array([1.16050887, 2.43259375])"
7705,"array([1.17479895, 2.42444066])"
7706,"array([1.21114853, 2.65979384])"
7707,"array([1.17345926, 2.58707853])"
7708,"array([1.06710674, 2.47800132])"
7709,"array([1.11641271, 2.4481876 ])"
7710,"array([1.32005986, 2.71924477])"
7711,"array([1.48933379, 2.43161089])"
7712,"array([1.49862762, 2.58974064])"
7713,"array([1.25417938, 2.64264351])"
7714,"array([1.36117037, 2.65106631])"
7715,"array([1.09811532, 2.51274618])"
7716,"array([1.11491125, 2.42278072])"
7717,"array([1.20043609, 2.64234009])"
7718,"array([1.06607301, 2.3939557 ])"
7719,"array([1.1714766 , 2.59801683])"
7720,"array([1.10572877, 2.51174767])"
7721,"array([1.12807985, 2.50944657])"
7722,"array([1.0984857 , 2.42834523])"
7723,"array([1.24747537, 2.70941129])"
7724,"array([1.28622781, 2.59703391])"
7725,"array([1.31293231, 2.7673246 ])"
7726,"array([1.23133069, 2.67398192])"
7727,"array([1.22127469, 2.66331938])"
7728,"array([1.1499405 , 2.57405798])"
7729,"array([1.25843779, 2.56011339])"
7730,"array([1.26100562, 2.6640991 ])"
7731,"array([1.19924632, 2.67222238])"
7732,"array([1.04928588, 2.48848234])"
7733,"array([1.04083729, 2.527963  ])"
7734,"array([1.17080105, 2.64459729])"
7735,"array([1.05896479, 2.50035232])"
7736,"array([1.37941825, 2.67174078])"
7737,"array([1.3332776 , 2.72803082])"
7738,"array([1.17287914, 2.47481058])"
7739,"array([1.25621522, 2.69869271])"
7740,"array([1.3333504, 2.6922596])"
7741,"array([1.1058198 , 2.56999247])"
7742,"array([1.2776161 , 2.32867487])"
7743,"array([1.27092055, 2.32091662])"
7744,"array([0.98607339, 2.70116853])"
7745,"array([1.21369951, 2.6629764 ])"
7746,"array([1.0933355 , 2.38067094])"
7747,"array([1.25683269, 2.68493679])"
7748,"array([1.17012064, 2.3858459 ])"
7749,"array([1.28234793, 2.69140697])"
7750,"array([1.26251205, 2.65049775])"
7751,"array([1.14517098, 2.43284599])"
7752,"array([1.2407013 , 2.68839867])"
7753,"array([1.22740866, 2.66780607])"
7754,"array([1.18176061, 2.64782602])"
7755,"array([1.0443561 , 2.49995142])"
7756,"array([1.76489641, 2.83626519])"
7757,"array([1.86774883, 2.79797515])"
7758,"array([1.89264544, 2.78985988])"
7759,"array([1.88845996, 2.80004271])"
7760,"array([1.85013382, 2.80291194])"
7761,"array([1.69246713, 2.83935691])"
7762,"array([1.97999259, 2.76666518])"
7763,"array([1.98761931, 2.78051005])"
7764,"array([2.0607829 , 2.76487972])"
7765,"array([2.03018242, 2.79486527])"
7766,"array([2.00002114, 2.75846014])"
7767,"array([2.00899163, 2.79402789])"
7768,"array([2.10871363, 2.75406467])"
7769,"array([2.26302331, 2.73279443])"
7770,"array([1.71990509, 2.84715606])"
7771,"array([2.00770809, 2.78185757])"
7772,"array([1.56962826, 2.82679384])"
7773,"array([1.66150048, 2.82302055])"
7774,"array([1.67988519, 2.66135519])"
7775,"array([1.86969479, 2.78286837])"
7776,"array([1.64574145, 2.86645832])"
7777,"array([1.59430697, 2.8742717 ])"
7778,"array([1.55266255, 2.75753497])"
7779,"array([0.97596205, 3.06533786])"
7780,"array([1.85605664, 2.50728476])"
7781,"array([1.85043194, 2.49170358])"
7782,"array([1.69959398, 2.62626172])"
7783,"array([1.63650273, 2.82574227])"
7784,"array([1.65033948, 2.5105984 ])"
7785,"array([1.74410042, 2.81045358])"
7786,"array([1.38848503, 3.03779595])"
7787,"array([0.95704836, 2.90648441])"
7788,"array([1.57688125, 2.83866002])"
7789,"array([1.52511383, 2.82218594])"
7790,"array([1.75185423, 2.65005742])"
7791,"array([1.7433017 , 2.70265938])"
7792,"array([1.6503405 , 2.81206044])"
7793,"array([1.56700211, 2.85239263])"
7794,"array([1.26169614, 2.4301375 ])"
7795,"array([1.5190016 , 2.50306671])"
7796,"array([1.79047028, 2.86460462])"
7797,"array([1.36180003, 2.75403368])"
7798,"array([1.30910262, 2.50410743])"
7799,"array([1.28229604, 2.67535526])"
7800,"array([1.31920818, 2.59094716])"
7801,"array([1.26055828, 2.50364112])"
7802,"array([1.36809261, 2.65290302])"
7803,"array([1.32079028, 2.70494071])"
7804,"array([1.22094745, 2.55104055])"
7805,"array([1.19517559, 2.445549  ])"
7806,"array([1.11105138, 2.62061689])"
7807,"array([1.26434475, 2.54490706])"
7808,"array([1.32040577, 2.59573978])"
7809,"array([1.25015327, 2.47439301])"
7810,"array([1.21361901, 2.59936961])"
7811,"array([1.37455752, 2.91020219])"
7812,"array([1.58848689, 2.31458428])"
7813,"array([1.47939274, 2.54327093])"
7814,"array([1.39364181, 2.60015823])"
7815,"array([1.60191677, 2.31620806])"
7816,"array([1.47428441, 2.41140532])"
7817,"array([1.28447449, 2.61995431])"
7818,"array([1.32961773, 2.82708137])"
7819,"array([1.54277836, 2.97005687])"
7820,"array([1.23238431, 2.58311014])"
7821,"array([1.35809593, 2.70949967])"
7822,"array([1.28560479, 2.65283678])"
7823,"array([1.26276062, 2.61370396])"
7824,"array([1.41818686, 2.63739146])"
7825,"array([1.32310498, 2.71361094])"
7826,"array([1.25049171, 2.58607628])"
7827,"array([1.26063231, 2.61061592])"
7828,"array([1.30446289, 2.6073341 ])"
7829,"array([1.2516225 , 2.38608732])"
7830,"array([1.21878623, 2.30205679])"
7831,"array([1.22388635, 2.29363904])"
7832,"array([1.1943108 , 2.30778348])"
7833,"array([1.30638175, 2.2465007 ])"
7834,"array([1.29151302, 2.24736232])"
7835,"array([1.28857454, 2.36089391])"
7836,"array([1.21760068, 2.67705498])"
7837,"array([1.0673245 , 2.89993801])"
7838,"array([1.26246364, 2.62435653])"
7839,"array([1.26917782, 2.63590185])"
7840,"array([1.30753332, 2.62957324])"
7841,"array([1.31978704, 2.56393083])"
7842,"array([1.32067895, 2.71095733])"
7843,"array([1.33130168, 2.71981693])"
7844,"array([1.33269928, 2.70578046])"
7845,"array([1.3006388 , 2.67366813])"
7846,"array([1.28916685, 2.38467352])"
7847,"array([1.1640803 , 2.45379793])"
7848,"array([1.41716675, 2.68840564])"
7849,"array([1.31553696, 2.47410849])"
7850,"array([2.65102882, 7.63052784])"
7851,"array([2.6795162 , 7.62207374])"
7852,"array([2.70820248, 7.61352816])"
7853,"array([1.41099458, 2.52237515])"
7854,"array([1.51930722, 3.06749248])"
7855,"array([1.6828819 , 2.65263389])"
7856,"array([1.17935385, 2.46489113])"
7857,"array([1.04292421, 2.27767637])"
7858,"array([1.09882138, 2.60575773])"
7859,"array([1.04575954, 2.40039998])"
7860,"array([1.5806122 , 2.89246986])"
7861,"array([1.01968872, 2.61850988])"
7862,"array([1.08112491, 2.81170423])"
7863,"array([1.40197815, 2.40676469])"
7864,"array([1.25435238, 2.70114689])"
7865,"array([1.27884419, 2.77656116])"
7866,"array([1.43574778, 2.85119356])"
7867,"array([1.60451091, 2.79388292])"
7868,"array([1.59589123, 2.79857701])"
7869,"array([1.51721471, 2.85674894])"
7870,"array([1.60213986, 2.80032501])"
7871,"array([1.65465248, 2.74095006])"
7872,"array([1.54430196, 2.77025975])"
7873,"array([1.68464002, 2.74661062])"
7874,"array([1.76315877, 2.71954849])"
7875,"array([1.76497903, 2.72913951])"
7876,"array([1.41884953, 2.62813212])"
7877,"array([1.53656851, 2.37912809])"
7878,"array([1.52834688, 2.37547642])"
7879,"array([1.54010955, 2.76862463])"
7880,"array([1.54382949, 2.89287641])"
7881,"array([1.51554791, 2.75245907])"
7882,"array([1.53235028, 2.82763059])"
7883,"array([1.43214326, 2.7752944 ])"
7884,"array([1.7001196 , 2.61675767])"
7885,"array([1.43046863, 2.83919917])"
7886,"array([1.53496772, 2.69806103])"
7887,"array([1.40779264, 2.64649503])"
7888,"array([1.47724843, 2.86004489])"
7889,"array([1.32983541, 2.78034263])"
7890,"array([1.58898544, 2.75413044])"
7891,"array([1.5171193 , 2.72070987])"
7892,"array([1.43959314, 2.85654809])"
7893,"array([1.43857472, 2.71951612])"
7894,"array([1.41841997, 2.57953255])"
7895,"array([1.59521853, 2.80745583])"
7896,"array([1.10030322, 2.84358189])"
7897,"array([1.37377307, 2.62392294])"
7898,"array([1.47282158, 2.441712  ])"
7899,"array([1.26436352, 2.45291664])"
7900,"array([1.25392018, 2.62221095])"
7901,"array([1.12345859, 2.51479458])"
7902,"array([1.10413323, 2.53651146])"
7903,"array([1.22991255, 2.40574394])"
7904,"array([1.7712856 , 2.92869112])"
7905,"array([1.48121313, 2.89574563])"
7906,"array([1.58411152, 2.93376329])"
7907,"array([1.27308942, 2.60884963])"
7908,"array([1.24418339, 2.39645734])"
7909,"array([1.24897462, 2.32055047])"
7910,"array([1.16122054, 2.86162022])"
7911,"array([1.4043953 , 2.99736036])"
7912,"array([1.61061463, 2.81200278])"
7913,"array([1.68550854, 2.75984492])"
7914,"array([1.72825145, 2.74936329])"
7915,"array([1.50315506, 2.81211211])"
7916,"array([1.6138722 , 2.86569074])"
7917,"array([1.52776557, 2.78186495])"
7918,"array([1.51004818, 2.72679724])"
7919,"array([1.61992656, 2.65216952])"
7920,"array([1.5030761 , 2.67982814])"
7921,"array([1.69008205, 2.73027386])"
7922,"array([1.49538009, 2.76794739])"
7923,"array([1.72029542, 2.69753018])"
7924,"array([1.66137282, 2.76892709])"
7925,"array([1.63210903, 2.71369229])"
7926,"array([1.69538119, 2.86223295])"
7927,"array([1.62201994, 2.80851993])"
7928,"array([1.75300838, 2.80017626])"
7929,"array([1.77933706, 2.76125489])"
7930,"array([1.55425694, 2.74513502])"
7931,"array([1.52206649, 2.81782478])"
7932,"array([1.6548673 , 2.81650418])"
7933,"array([1.61289923, 2.71485681])"
7934,"array([1.48109007, 3.09481532])"
7935,"array([1.56109672, 2.84175202])"
7936,"array([1.61113974, 2.78939137])"
7937,"array([1.56186096, 2.7189392 ])"
7938,"array([1.57408418, 2.6290228 ])"
7939,"array([1.39502965, 2.08670477])"
7940,"array([1.39297059, 2.29254038])"
7941,"array([1.40162553, 2.76693932])"
7942,"array([1.3918521, 2.642069 ])"
7943,"array([1.38332344, 2.10591057])"
7944,"array([1.37961885, 2.09061595])"
7945,"array([1.4735704 , 2.83837033])"
7946,"array([1.61319936, 2.77896073])"
7947,"array([1.5219749 , 2.83566101])"
7948,"array([1.64269265, 2.79424195])"
7949,"array([1.58885686, 2.83509984])"
7950,"array([1.40025907, 2.77646255])"
7951,"array([1.51649174, 2.823427  ])"
7952,"array([1.70598743, 2.77485134])"
7953,"array([1.60890192, 2.63026311])"
7954,"array([1.5262304 , 2.91923037])"
7955,"array([1.40492941, 2.8024572 ])"
7956,"array([1.54676369, 2.88895552])"
7957,"array([6.16624862, 3.86148262])"
7958,"array([6.17173351, 3.83442354])"
7959,"array([1.55706948, 2.72140436])"
7960,"array([1.56752656, 2.77089834])"
7961,"array([1.55065519, 2.65474811])"
7962,"array([1.39714714, 2.7373662 ])"
7963,"array([1.8480746 , 2.68831407])"
7964,"array([2.03514483, 2.62816746])"
7965,"array([1.57396639, 2.75427373])"
7966,"array([1.64363755, 2.82520411])"
7967,"array([1.40509399, 2.83259199])"
7968,"array([1.40556332, 2.90068035])"
7969,"array([1.41050667, 2.78954709])"
7970,"array([1.6224734 , 2.65997518])"
